slug,missing_core
sonar-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
sonar-reasoning-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; GPQA Diamond; SciCode; Terminal-Bench effective
step-3-5-flash,AutomationBench-AA; SciCode
step-3-5-flash-0202,AutomationBench-AA; SciCode
step-3-7-flash,AutomationBench-AA
step-3-vl-10b,AutomationBench-AA; SciCode
tiny-aya-global,AutomationBench-AA; SciCode
tri-21b-think-preview,AutomationBench-AA; SciCode
tri-21b-think-v0-5,AutomationBench-AA; SciCode
tulu3-405b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
devstral-medium,AutomationBench-AA; SciCode
magistral-medium,AutomationBench-AA; SciCode
mistral-medium,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; CritPt; SciCode; Terminal-Bench effective
nova-2-0-omni-reasoning-medium,AutomationBench-AA; SciCode
nova-2-0-pro-reasoning-medium,AutomationBench-AA; SciCode
qwen3-235b-a22b-instruct-2507,AutomationBench-AA; SciCode
