slug,missing_core
qwen3-omni-30b-a3b-instruct,AutomationBench-AA; GDP.pdf
qwen3-vl-235b-a22b-instruct,AutomationBench-AA; GDP.pdf
qwen3-vl-30b-a3b-instruct,AA-LCR v1.1; AutomationBench-AA; GDP.pdf
qwen3-vl-32b-instruct,AA-LCR v1.1; AutomationBench-AA; GDP.pdf
qwen3-vl-4b-instruct,AutomationBench-AA; GDP.pdf
qwen3-vl-8b-instruct,AutomationBench-AA; GDP.pdf
qwq-32b,AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
r1-1776,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; GPQA Diamond; Humanity's Last Exam; Terminal-Bench effective
reka-flash,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; GPQA Diamond; Humanity's Last Exam; Terminal-Bench effective
reka-flash-3,AutomationBench-AA; GDP.pdf
ring-1t,AutomationBench-AA; GDP.pdf
ring-flash-2-0,AutomationBench-AA; GDP.pdf
sarvam-m-reasoning,AutomationBench-AA; GDP.pdf
seed-oss-36b-instruct,AutomationBench-AA; GDP.pdf
solar-mini,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; GPQA Diamond; Humanity's Last Exam; Terminal-Bench effective
solar-open-100b-reasoning,AutomationBench-AA; GDP.pdf
solar-open2-250b,AutomationBench-AA; GDP.pdf
solar-pro-2-preview-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
solar-pro-2-reasoning,AutomationBench-AA; GDP.pdf
sonar,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
sonar-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
sonar-reasoning,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Humanity's Last Exam; Terminal-Bench effective
sonar-reasoning-pro,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; GPQA Diamond; Humanity's Last Exam; Terminal-Bench effective
step-3-5-flash,AutomationBench-AA; GDP.pdf
step-3-5-flash-0202,AutomationBench-AA; GDP.pdf
step-3-7-flash,AutomationBench-AA; GDP.pdf
step-3-vl-10b,AutomationBench-AA; GDP.pdf
tiny-aya-global,AutomationBench-AA; GDP.pdf
tri-21b-think-preview,AutomationBench-AA; GDP.pdf
tri-21b-think-v0-5,AutomationBench-AA; GDP.pdf
tulu3-405b,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
devstral-medium,AutomationBench-AA; GDP.pdf
magistral-medium,AutomationBench-AA; GDP.pdf
mistral-medium,AA-LCR v1.1; AA-Omniscience Accuracy; AutomationBench-AA; GDP.pdf; Terminal-Bench effective
nova-2-0-omni-reasoning-medium,AutomationBench-AA; GDP.pdf
nova-2-0-pro-reasoning-medium,AutomationBench-AA; GDP.pdf
qwen3-235b-a22b-instruct-2507,AutomationBench-AA; GDP.pdf
