slug,model,missing_core_count,missing_core_items,empty_boards,reason
granite-4-0-h-350m,Granite 4.0 H 350M,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
granite-4-0-h-nano-1b,Granite 4.0 H 1B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
granite-4-0-h-small,Granite 4.0 H Small,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
granite-4-0-micro,Granite 4.0 Micro,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
granite-4-0-nano-1b,Granite 4.0 1B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
granite-4-1-8b,Granite 4.1 8B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-1,Grok-1,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
grok-2-1212,Grok 2,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
grok-3,Grok 3,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-3-reasoning,Grok 3 Reasoning Beta,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
grok-4,Grok 4,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-4-1-fast-reasoning,Grok 4.1 Fast,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-4-20,Grok 4.20 0309 v2,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-4-20-0309,Grok 4.20 0309,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-4-fast-reasoning,Grok 4 Fast,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
grok-beta,Grok Beta,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
grok-code-fast-1,Grok Code Fast 1,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
hermes-3-llama-3-1-70b,Hermes 3 - Llama-3.1 70B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
hermes-4-llama-3-1-405b-reasoning,Hermes 4 405B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
hermes-4-llama-3-1-70b-reasoning,Hermes 4 70B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
hy3-preview,Hy3-preview,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
hyperclova-x-seed-think-32b,HyperCLOVA X SEED Think (32B),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
intellect-3,INTELLECT-3,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
jamba-1-5-large,Jamba 1.5 Large,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
jamba-1-5-mini,Jamba 1.5 Mini,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
jamba-1-6-large,Jamba 1.6 Large,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
jamba-1-6-mini,Jamba 1.6 Mini,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
jamba-1-7-large,Jamba 1.7 Large,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
jamba-1-7-mini,Jamba 1.7 Mini,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
jamba-reasoning-3b,Jamba Reasoning 3B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
jt-35b-flash,JT-35B-Flash,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
jt-mini,JT-MINI,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
kimi-k2,Kimi K2,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
kimi-k2-0905,Kimi K2 0905,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
kimi-k2-thinking,Kimi K2 Thinking,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
kimi-linear-48b-a3b-instruct,Kimi Linear 48B A3B Instruct,6,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm-40b,LFM 40B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
lfm2-1-2b,LFM2 1.2B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-2-6b,LFM2 2.6B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-24b-a2b,LFM2 24B A2B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-5-1-2b-instruct,LFM2.5-1.2B-Instruct,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-5-1-2b-thinking,LFM2.5-1.2B-Thinking,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-5-8b-a1b,LFM2.5-8B-A1B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-5-vl-1-6b,LFM2.5-VL-1.6B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
lfm2-8b-a1b,LFM2 8B A1B,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
ling-1t,Ling-1T,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
ling-2-6-1t,Ling-2.6-1T,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
ling-flash-2-0,Ling-flash-2.0,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
ling-mini-2-0,Ling-mini-2.0,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-2-chat-13b,Llama 2 Chat 13B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-2-chat-70b,Llama 2 Chat 70B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-2-chat-7b,Llama 2 Chat 7B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-3-1-instruct-405b,Llama 3.1 405B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-1-instruct-70b,Llama 3.1 70B,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-3-1-nemotron-instruct-70b,Llama 3.1 Nemotron 70B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-1-nemotron-nano-4b-reasoning,Llama 3.1 Nemotron Nano 4B v1.1,7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-1-nemotron-ultra-253b-v1-reasoning,Llama Nemotron Ultra,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-3-2-instruct-11b-vision,Llama 3.2 11B (Vision),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-2-instruct-1b,Llama 3.2 1B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-2-instruct-3b,Llama 3.2 3B,7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-2-instruct-90b-vision,Llama 3.2 90B (Vision),8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
llama-3-3-nemotron-super-49b-reasoning,Llama 3.3 Nemotron Super 49B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-instruct-70b,Llama 3 70B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-3-instruct-8b,Llama 3 8B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
llama-65b,Llama 65B,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
llama-nemotron-super-49b-v1-5-reasoning,Llama Nemotron Super 49B v1.5,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
longcat-flash-lite,LongCat Flash Lite,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
magistral-small,Magistral Small 1,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mi-dm-k-2-5-pro-dec28,Mi:dm K 2.5 Pro,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
midm-250-pro-rsnsft,Mi:dm K 2.5 Pro Preview,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mimo-v2-0206,MiMo-V2-Flash (Feb 2026),4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mimo-v2-flash-reasoning,MiMo-V2-Flash,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mimo-v2-omni,MiMo-V2-Omni,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mimo-v2-omni-0327,MiMo-V2-Omni-0327,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mimo-v2-pro,MiMo-V2-Pro,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
minicpm5-1b,MiniCPM5-1B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
minimax-m1-40k,MiniMax M1 40k,7,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
minimax-m1-80k,MiniMax M1 80k,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
minimax-m2,MiniMax-M2,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
minimax-m2-1,MiniMax-M2.1,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
minimax-m2-5,MiniMax-M2.5,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mistral-7b-instruct,Mistral 7B,5,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
mistral-8x22b-instruct,Mixtral 8x22B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-large,Mistral Large (Feb),8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-large-2,Mistral Large 2 (Nov),5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-large-2407,Mistral Large 2 (Jul),7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
mistral-medium-3,Mistral Medium 3,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
mistral-saba,Mistral Saba,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-small,Mistral Small (Sep),8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-small-2402,Mistral Small (Feb),8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
mistral-small-3,Mistral Small 3,7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
mixtral-8x7b-instruct,Mixtral 8x7B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
molmo-7b-d,Molmo 7B-D,6,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
molmo2-8b,Molmo2-8B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
motif-2-12-7b,Motif-2-12.7B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nova-lite,Nova Lite,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nova-micro,Nova Micro,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nova-premier,Nova Premier,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nova-pro,Nova Pro,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nvidia-nemotron-nano-12b-v2-vl-reasoning,NVIDIA Nemotron Nano 12B v2 VL,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
nvidia-nemotron-nano-9b-v2-reasoning,NVIDIA Nemotron Nano 9B V2,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
o1,o1,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
o1-mini,o1-mini,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
o1-preview,o1-preview,9,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_both; missing_at_least_four
o1-pro,o1-pro,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
o3,o3,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
o3-pro,o3-pro,9,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_both; missing_at_least_four
olmo-2-32b,OLMo 2 32B,6,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-2-7b,OLMo 2 7B,6,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-3-1-32b-instruct,Olmo 3.1 32B Instruct,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-3-1-32b-think,Olmo 3.1 32B Think,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-3-32b-think,Olmo 3 32B Think,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-3-7b-instruct,Olmo 3 7B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
olmo-3-7b-think,Olmo 3 7B Think,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
openchat-35,OpenChat 3.5,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
palm-2,PALM-2,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
phi-3-mini,Phi-3 Mini,7,SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
phi-4,Phi-4,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
phi-4-multimodal,Phi-4 Multimodal,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
pixtral-large-2411,Pixtral Large,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen-chat-14b,Qwen Chat 14B,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
qwen-chat-72b,Qwen Chat 72B,10,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; GPQA Diamond; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; knowledge-science; instruction-context,board_missing_both; missing_at_least_four
qwen-turbo,Qwen2.5 Turbo,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen1.5-110b-chat,Qwen1.5 Chat 110B,9,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; Humanity's Last Exam; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; hard-reasoning; instruction-context,board_missing_both; missing_at_least_four
qwen2-5-72b-instruct,Qwen2.5 72B,5,SciCode; AutomationBench-AA; GDPval-AA v2; AA-LCR v1.1; GDP.pdf,agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen2-5-coder-32b-instruct,Qwen2.5 Coder 32B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen2-5-coder-7b-instruct,Qwen2.5 Coder 7B ,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen2-72b-instruct,Qwen2 72B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen2.5-32b-instruct,Qwen2.5 Instruct 32B,8,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; AA-LCR v1.1; GDP.pdf,coding; agentic-tool-work; instruction-context,board_missing_both; missing_at_least_four
qwen3-0.6b-instruct-reasoning,Qwen3 0.6B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-1.7b-instruct-reasoning,Qwen3 1.7B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-235b-a22b-instruct-reasoning,Qwen3 235B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-30b-a3b-instruct-reasoning,Qwen3 30B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-4b-2507-instruct-reasoning,Qwen3 4B 2507,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-4b-instruct-reasoning,Qwen3 4B,7,Terminal-Bench effective; SciCode; AutomationBench-AA; GDPval-AA v2; CritPt; AA-Omniscience Accuracy; GDP.pdf,coding; agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-5-27b,Qwen3.5 27B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
qwen3-5-35b-a3b,Qwen3.5 35B A3B,4,SciCode; AutomationBench-AA; GDPval-AA v2; GDP.pdf,agentic-tool-work,board_missing_both; missing_at_least_four
